elevation,slope,aspect,curvature,landcover_class,latitude,longitude,district,initiation_year,triggering,label
1067.06201171875,28.299415588378906,37.69902420043945,0.0028857786674052477,10,25.687314,91.655378,West Khasi Hills,2016,Rainfall,1
1022.8290405273438,29.408628463745117,350.8060302734375,0.002705551916733384,10,25.688011,91.658069,West Khasi Hills,2016,Rainfall,1
1166.3267822265625,21.512622833251953,97.93415069580078,0.006844832096248865,30,25.692947,91.648044,West Khasi Hills,2016,Rainfall,1
1180.2939453125,28.64131736755371,92.9777603149414,0.0008928286843001842,30,25.692933,91.647703,West Khasi Hills,2016,Rainfall,1
1262.19384765625,38.967803955078125,94.11164093017578,0.0004048921400681138,10,25.691453,91.645731,West Khasi Hills,2016,Rainfall,1
1130.5693359375,30.603788375854492,68.4565658569336,0.0024411629419773817,10,25.687856,91.647944,West Khasi Hills,2016,Rainfall,1
1223.647216796875,27.194250106811523,133.28909301757812,0.0033351778984069824,10,25.696489,91.644528,West Khasi Hills,2016,Rainfall,1
1244.6090087890625,31.789962768554688,25.90873908996582,-0.006505358964204788,10,25.700053,91.644486,West Khasi Hills,2016,Rainfall,1
1250.363525390625,23.61357307434082,298.8682861328125,-0.0011034419294446707,10,25.6999,91.642192,West Khasi Hills,2016,Rainfall,1
768.014404296875,16.399200439453125,115.87187194824219,-0.0029032244347035885,10,25.795444,91.662111,West Khasi Hills,2016,Rainfall,1
849.0921020507812,14.72111988067627,236.64654541015625,-0.010290129110217094,10,25.763347,91.657153,West Khasi Hills,2016,Rainfall,1
1272.4249267578125,12.795495986938477,141.92098999023438,0.0035129967145621777,30,25.667744,91.597819,West Khasi Hills,0,Rainfall,1
1505.7833251953125,17.79316520690918,267.1286315917969,-0.0049097370356321335,30,25.619625,91.616567,West Khasi Hills,2016,Rainfall,1
1498.8768310546875,18.81292152404785,315.5303955078125,-0.0018628190737217665,10,25.620361,91.617083,West Khasi Hills,2016,Rainfall,1
359.2439270019531,19.074974060058594,29.161354064941406,-0.0007078583585098386,10,25.84,91.47,Ri Bhoi,0,Rainfall,1
414.0065612792969,26.473722457885742,35.07886505126953,-0.006602725479751825,10,25.895583,91.599333,Ri-Bhoi,2016,Rainfall,1
170.54794311523438,26.916584014892578,269.47613525390625,0.007538356352597475,10,25.9545,91.546622,Ri-Bhoi,2016,Rainfall,1
